date,NO3-N_ugL_YRZ,NO3-N_ugL_YHZ
2014/2/3,5.454,4037.886
2014/2/4,5.526,3972.843
2014/2/5,5.491,3920.679
2014/2/6,,3760.598
2014/2/7,,3482.713
2014/2/8,,3296.223
2014/2/9,,3621.82
2014/2/10,,4550.848
2014/2/11,,4949.291
2014/2/12,922.841,5014.904
2014/2/13,786.364,4968.796
2014/2/14,915.994,4473.699
2014/2/15,956.004,4370.337
2014/2/16,954.054,4279.66
2014/2/17,1012.439,4471.064
2014/2/18,1010.499,4701.337
2014/2/19,983.32,4767.303
2014/2/20,950.296,4720.414
2014/2/21,911.212,4697.632
2014/2/22,874.65,4572.218
2014/2/23,861.357,4606.672
2014/2/24,850.888,4621.192
2014/2/25,818.12,4577.37
2014/2/26,809.776,4554.299
2014/2/27,771.627,4409.412
2014/2/28,739.542,4216.635
2014/3/1,735.909,4157.895
2014/3/2,726.645,4152.039
2014/3/3,719.213,4112.57
2014/3/4,711.643,4007.296
2014/3/5,691.055,3968.91
2014/3/6,671.979,3871.471
2014/3/7,655.078,3788.154
2014/3/8,637.05,3738.525
2014/3/9,624.228,3633.548
2014/3/10,617.926,3247.492
2014/3/11,599.252,2830.833
2014/3/12,578.9,2844.162
2014/3/13,570.977,2987.81
2014/3/14,562.7,3144.09
2014/3/15,579.365,3107.447
2014/3/16,554.09,3120.054
2014/3/17,519.982,3292.913
2014/3/18,504.735,3205.157
2014/3/19,500.404,2846.559
2014/3/20,466.033,2639.935
2014/3/21,429.21,2543.449
2014/3/22,482.326,2519.177
2014/3/23,439.458,2591.024
2014/3/24,436.109,2717.027
2014/3/25,438.39,2606.873
2014/3/26,432.625,2639.606
2014/3/27,425.128,2581.677
2014/3/28,424.139,2510.538
2014/3/29,408.734,2457.823
2014/3/30,392.202,2357.516
2014/3/31,374.903,2282.014
2014/4/1,356.33,2214.189
2014/4/2,346.861,2150.503
2014/4/3,346.264,2105.376
2014/4/4,356.678,2076.114
2014/4/5,342.201,2003.328
2014/4/6,314.238,1951.79
2014/4/7,282.189,1972.716
2014/4/8,310.113,1883.668
2014/4/9,334.307,1961.54
2014/4/10,349.33,1944.952
2014/4/11,348.948,1944.219
2014/4/12,314.646,2053.293
2014/4/13,283.346,1784.413
2014/4/14,344.243,1743.247
2014/4/15,341.385,1770.717
2014/4/16,278.932,1730.196
2014/4/17,261.138,1539.338
2014/4/18,344.782,1562.779
2014/4/19,299.562,1590.479
2014/4/20,258.553,1451.669
2014/4/21,263.583,1385.442
2014/4/22,262.592,1304.373
2014/4/23,274.41,1286.849
2014/4/24,288.202,1351.938
2014/4/25,282.94,1310.198
2014/4/26,293.189,1280.771
2014/4/27,788.314,1204.674
2014/4/28,1265.717,1276.63
2014/4/29,745.284,1120.405
2014/4/30,660.907,1220.78
2014/5/1,613.56,1367.182
2014/5/2,510.06,1274.885
2014/5/3,547.685,1262.953
2014/5/4,550.349,1300.743
2014/5/5,512.905,1317.388
2014/5/6,492.16,1313
2014/5/7,446.18,1284.243
2014/5/8,409.851,1223.286
2014/5/9,382.928,1127.958
2014/5/10,367.874,932.763
2014/5/11,366.883,934.299
2014/5/12,393.554,905.587
2014/5/13,429.826,971.504
2014/5/14,456.248,1015.66
2014/5/15,455.95,1025.382
2014/5/16,455.797,1015.734
2014/5/17,447.969,985.476
2014/5/18,430.774,1046.231
2014/5/19,405.238,1161.157
2014/5/20,387.26,1148.219
2014/5/21,374.147,1176.089
2014/5/22,351.874,1195.441
2014/5/23,400.623,1235.563
2014/5/24,342.067,2640.587
2014/5/25,307.18,2737.092
2014/5/26,286.204,1676.561
2014/5/27,347.872,2796.808
2014/5/28,405.428,1461.157
2014/5/29,495.51,2214.517
2014/5/30,556.631,3105.762
2014/5/31,559.81,3449.248
2014/6/1,538.369,3420.871
2014/6/2,500.921,3333.801
2014/6/3,476.448,3264.691
2014/6/4,460.26,3013.305
2014/6/5,407.488,2925.039
2014/6/6,401.808,2929.816
2014/6/7,419.402,2877.73
2014/6/8,419.808,2822.747
2014/6/9,427.482,2795.105
2014/6/10,428.691,2617.868
2014/6/11,433.483,2443.835
2014/6/12,336.482,2220.224
2014/6/13,349.285,2256.946
2014/6/14,354.898,2392.531
2014/6/15,325.074,2288.574
2014/6/16,325.688,2246.473
2014/6/17,329.071,2186.858
2014/6/18,349.165,2148.985
2014/6/19,372.8,2106.252
2014/6/20,366.048,2027.72
2014/6/21,351.066,1960.443
2014/6/22,327.157,1882.262
2014/6/23,330.006,1887.182
2014/6/24,348.737,1850.806
2014/6/25,349.349,1758.025
2014/6/26,302.426,1558.849
2014/6/27,289.68,1671.007
2014/6/28,308.978,1655.945
2014/6/29,282.16,1491.267
2014/6/30,238.67,1648.736
2014/7/1,262.357,1648.11
2014/7/2,269.607,1414.135
2014/7/3,305.821,1480.696
2014/7/4,338.809,1649.399
2014/7/5,358.056,1640.131
2014/7/6,361.502,1555.013
2014/7/7,363.052,1513.083
2014/7/8,44.277,1279.332
2014/7/9,6.177,1269.543
2014/7/10,6.171,1224.791
2014/7/11,6.32,1277.161
2014/7/12,6.192,1610.863
2014/7/13,5.901,1879.43
2014/7/14,6.076,1891.848
2014/7/15,6.35,1860.386
2014/7/16,6.484,1885.21
2014/7/17,6.167,1711.001
2014/7/18,,1684.336
2014/7/19,,1664.884
2014/7/20,,1709.399
2014/7/21,,1621.664
2014/7/22,,1602.062
2014/7/23,,1517.269
2014/7/24,222.777,1530.807
2014/7/25,355.914,1375.669
2014/7/26,383.954,2406.01
2014/7/27,253.872,3727.539
2014/7/28,234.518,4541.71
2014/7/29,360.35,3370.193
2014/7/30,236.629,4829.278
2014/7/31,256.418,5199.229
2014/8/1,273.021,5391.133
2014/8/2,272.886,5241.179
2014/8/3,203.743,3553.335
2014/8/4,13.038,4536.026
2014/8/5,12.641,4743.175
2014/8/6,217.313,4815.266
2014/8/7,402.164,4596.134
2014/8/8,,4254.544
2014/8/9,,4254.406
2014/8/10,,4254.618
2014/8/11,,4254.566
2014/8/12,,3252.618
2014/8/13,,2778.838
2014/8/14,,2228.198
2014/8/15,,2574.897
2014/8/16,,2786.902
2014/8/17,,2929.506
2014/8/18,,2704.753
2014/8/19,,2660.052
2014/8/20,,2588.248
2014/8/21,,2779.376
2014/8/22,,2796.327
2014/8/23,,2754.632
2014/8/24,,2721.702
2014/8/25,,2559.34
2014/8/26,,1527.755
2014/8/27,,1668.578
2014/8/28,,2343.71
2014/8/29,,2761.144
2014/8/30,,2805.71
2014/8/31,,2714.275
2014/9/1,,2670.277
2014/9/2,,2138.448
2014/9/3,,1984.667
2014/9/4,,2148.403
2014/9/5,,2245.401
2014/9/6,,2113.345
2014/9/7,,2057.487
2014/9/8,,2427.444
2014/9/9,,2596.151
2014/9/10,,2761.302
2014/9/11,,2000.466
2014/9/12,,2365.834
2014/9/13,,2597.33
2014/9/14,484.097,2613.577
2014/9/15,505.272,2926.265
2014/9/16,499.719,3180.489
2014/9/17,524.419,3456.481
2014/9/18,573.916,3562.409
2014/9/19,495.003,2809.437
2014/9/20,460.764,2758.951
2014/9/21,639.193,2532.54
2014/9/22,586.607,2303.754
2014/9/23,599.497,2458.34
2014/9/24,327.463,2751.977
2014/9/25,309.931,2899.594
2014/9/26,751.526,3019.35
2014/9/27,714.666,2937.186
2014/9/28,712.825,2978.093
2014/9/29,677.195,2912.315
2014/9/30,641.84,2795.23
2014/10/1,615.516,2707.644
2014/10/2,609.186,2643.261
2014/10/3,593.274,2588.38
2014/10/4,600.66,2593.055
2014/10/5,601.236,2569.567
2014/10/6,587.145,2556.371
2014/10/7,591.624,2419.694
2014/10/8,503.643,2046.052
2014/10/9,519.589,1643.673
2014/10/10,553.215,1464.957
2014/10/11,561.461,1465.855
2014/10/12,624.154,1688.982
2014/10/13,665.242,2090.002
2014/10/14,679.682,2144.846
2014/10/15,754.889,2287.163
2014/10/16,781.9,2389.268
2014/10/17,720.58,2198.426
2014/10/18,751.506,2205.597
2014/10/19,771.531,2102.995
2014/10/20,761.454,1764.539
2014/10/21,818.49,1405.396
2014/10/22,1087.205,713.168
2014/10/23,1377.799,1877.791
2014/10/24,1257.721,2953.974
2014/10/25,1153.589,3274.696
2014/10/26,1072.919,3353.766
2014/10/27,1024.177,3361.356
2014/10/28,1012.042,3339.764
2014/10/29,990.752,3363.583
2014/10/30,889.627,3209.444
2014/10/31,887.149,3091.039
2014/11/1,872.232,2997.84
2014/11/2,867.745,2965.778
2014/11/3,849.671,2651.3
2014/11/4,842.675,2440.227
2014/11/5,816.408,2673.657
2014/11/6,803.866,2614.237
2014/11/7,800.45,2581.868
2014/11/8,795.213,2545.856
2014/11/9,796.028,2502.81
2014/11/10,787.405,2479.963
2014/11/11,788,2232.074
2014/11/12,775.808,2170.462
2014/11/13,814.381,2193.548
2014/11/14,769.235,
2014/11/15,764.657,
2014/11/16,765.516,
2014/11/17,702.361,1787.778
2014/11/18,723.017,1858.38
2014/11/19,735.221,1735.535
2014/11/20,728.723,1774.604
2014/11/21,735.684,2129.642
2014/11/22,738.71,2155.43
2014/11/23,751.064,2175.57
2014/11/24,753.985,2156.141
2014/11/25,738.717,2144.019
2014/11/26,742.213,2155.49
2014/11/27,752.787,2173.907
2014/11/28,770.328,2190.26
2014/11/29,777.506,2198.319
2014/11/30,778.562,2215.228
2014/12/1,751.719,2230.6
2014/12/2,769.984,2260.843
2014/12/3,790.562,2301.237
2014/12/4,782.835,2319.562
2014/12/5,802.23,2328.185
2014/12/6,774.419,2212.645
2014/12/7,743.112,2138.838
2014/12/8,741.196,2086.894
2014/12/9,726.565,2061.451
2014/12/10,733.575,2078.86
2014/12/11,760.933,2011.15
2014/12/12,1007.564,1907.629
2014/12/13,1423.06,2255.492
2014/12/14,1430.489,2902.399
2014/12/15,1321.197,3287.141
2014/12/16,1230.502,3384.469
2014/12/17,1174.794,3415.673
2014/12/18,1027.221,3212.279
2014/12/19,1727.581,2881.233
2014/12/20,1805.699,3576.051
2014/12/21,1736.279,3948.147
2014/12/22,1911.183,4092.841
2014/12/23,2845.703,3986.944
2014/12/24,2007.035,4300.51
2014/12/25,1357.644,4315.028
2014/12/26,1434.588,4463.908
2014/12/27,1458.458,4608.736
2014/12/28,1750.191,4656.888
2014/12/29,1745.992,4327.409
2014/12/30,1482.124,3078.399
2014/12/31,1173.769,4244.665
2015/1/1,1179.435,4089.971
2015/1/2,1080.06,4019.335
2015/1/3,1080.481,3824.933
2015/1/4,1081.426,3782.366
2015/1/5,1061.941,3710.571
2015/1/6,1053.615,3594.869
2015/1/7,1168.674,3509.945
2015/1/8,1026.867,3424.7
2015/1/9,2835.031,3223.78
2015/1/10,1694.532,3597.207
2015/1/11,1389.667,3754.224
2015/1/12,1303.278,2431.252
2015/1/13,1562.316,1756.155
2015/1/14,1353.861,2127.677
2015/1/15,1252.027,2975.463
2015/1/16,1311.512,1530.135
2015/1/17,1280.58,207.969
2015/1/18,1271.995,2887.427
2015/1/19,1254.82,3047.006
2015/1/20,1213.357,5.175
2015/1/21,1193.925,5.269
2015/1/22,1185.303,5.207
2015/1/23,1165.865,5.257
2015/1/24,1147.462,5.248
2015/1/25,1124.889,5.223
2015/1/26,1102.348,228.887
2015/1/27,1071.209,58.768
2015/1/28,1055.081,940.478
2015/1/29,1039.981,1738.917
2015/1/30,1028.388,2135.837
2015/1/31,1013.121,2830.316
2015/2/1,997.708,2618.968
2015/2/2,981.312,3005.007
2015/2/3,968.32,3173.08
2015/2/4,969.398,3206.981
2015/2/5,967.219,3128.805
2015/2/6,991.463,3069.119
2015/2/7,998.222,3080.14
2015/2/8,934.345,2965.04
2015/2/9,913.564,2859.66
2015/2/10,890.425,2730.872
2015/2/11,908.322,2436.902
2015/2/12,928.958,2885.482
2015/2/13,957.781,3352.822
2015/2/14,994.3,3640.311
2015/2/15,1000.462,3822.569
2015/2/16,966.476,3848.401
2015/2/17,983.409,3817.536
2015/2/18,951.213,3861.387
2015/2/19,950.307,3739.878
2015/2/20,971.017,3687.422
2015/2/21,967.554,3458.755
2015/2/22,1068.25,3397.144
2015/2/23,1110.069,3582.956
2015/2/24,1112.332,3737.147
2015/2/25,1047.676,3565.743
2015/2/26,1039.801,3474.97
2015/2/27,1005.252,3445.353
2015/2/28,987.229,3381.658
2015/3/1,1001.091,3338.984
2015/3/2,1003.698,3129.452
2015/3/3,1115.509,3297.257
2015/3/4,1191.127,3449.011
2015/3/5,1266.001,3681.429
2015/3/6,1254.393,3764.574
2015/3/7,1202.892,3844.908
2015/3/8,1159.468,3798.7
2015/3/9,1201.74,3681.636
2015/3/10,1207.13,3686.868
2015/3/11,1187.173,3530.41
2015/3/12,1157.428,3632.974
2015/3/13,1132.459,3626.32
2015/3/14,1128.392,3610.6
2015/3/15,1118.295,3410.23
2015/3/16,1083.858,3268.653
2015/3/17,1051.444,3204.048
2015/3/18,1014.632,3151.142
2015/3/19,990.684,3107.548
2015/3/20,981.638,3049.592
2015/3/21,971.944,3008.774
2015/3/22,944.006,2878.674
2015/3/23,932.661,2815.323
2015/3/24,903.238,2724.486
2015/3/25,877.333,2704.404
2015/3/26,852.351,2664.364
2015/3/27,859.684,2595.207
2015/3/28,848.858,2412.033
2015/3/29,940.005,2201.802
2015/3/30,1557.295,2263.556
2015/3/31,1463.432,2592.249
2015/4/1,1577.59,3397.677
2015/4/2,1479.971,3630.037
2015/4/3,1420.484,3845.4
2015/4/4,1379.723,4160.191
2015/4/5,1352.379,4275.654
2015/4/6,1305.457,4221.292
2015/4/7,1528.991,4149.292
2015/4/8,1165.087,3876.304
2015/4/9,1148.744,3690.249
2015/4/10,1178.848,3606.851
2015/4/11,1124.69,3504.336
2015/4/12,1040.176,3389.344
2015/4/13,1312.807,3299.752
2015/4/14,971.511,3210.802
2015/4/15,933.958,3012.269
2015/4/16,904.857,2953.66
2015/4/17,875.114,2888.716
2015/4/18,854.585,2796.325
2015/4/19,839.285,2717.92
2015/4/20,813.238,2637.293
2015/4/21,775.941,2551.62
2015/4/22,772.154,2550.944
2015/4/23,743.002,2450.495
2015/4/24,691.092,2344.249
2015/4/25,665.163,2266.636
2015/4/26,675.169,2192.585
2015/4/27,688.486,1957.248
2015/4/28,634.333,1768.703
2015/4/29,568.781,1759.931
2015/4/30,581.162,1760.73
2015/5/1,640.105,1493.208
2015/5/2,559.999,1522.171
2015/5/3,557.909,1590.059
2015/5/4,586.558,1446.262
2015/5/5,546.675,1359.566
2015/5/6,557.467,1370.682
2015/5/7,563.639,1203.478
2015/5/8,556.495,1015.853
2015/5/9,566.453,970.696
2015/5/10,566.073,1027.026
2015/5/11,554.656,1186.164
2015/5/12,608.952,1377.693
2015/5/13,623.21,1389.635
2015/5/14,538.202,1195.674
2015/5/15,543.276,1214.322
2015/5/16,568.907,1217.87
2015/5/17,592.04,1242.707
2015/5/18,577.383,1212.408
2015/5/19,581.339,1182.712
2015/5/20,597.036,1257.504
2015/5/21,603.616,1294.05
2015/5/22,600.802,1258.628
2015/5/23,616.114,1190.859
2015/5/24,620.674,1179.361
2015/5/25,629.312,1085.162
2015/5/26,619.539,1155.599
2015/5/27,605.485,925.414
2015/5/28,657.196,863.591
2015/5/29,610.929,818.874
2015/5/30,603.202,818.678
2015/5/31,534.669,750.923
2015/6/1,546.023,677.049
2015/6/2,535.985,664.692
2015/6/3,543.187,718.922
2015/6/4,550.02,902.025
2015/6/5,581.531,832.892
2015/6/6,608.132,738.994
2015/6/7,573.267,756.177
2015/6/8,484.969,772.235
2015/6/9,500.001,712.572
2015/6/10,501.469,691.033
2015/6/11,502.564,712.821
2015/6/12,509.681,741.379
2015/6/13,616.656,743.453
2015/6/14,467.46,670.205
2015/6/15,467.575,731.339
2015/6/16,410.34,775.245
2015/6/17,421.064,786.751
2015/6/18,363.615,609.273
2015/6/19,383.493,494.376
2015/6/20,367.109,497.573
2015/6/21,376.988,525.948
2015/6/22,392.887,527.396
2015/6/23,467.474,655.274
2015/6/24,417.241,575.116
2015/6/25,365.079,408.663
2015/6/26,385.145,417.683
2015/6/27,398.74,465.117
2015/6/28,378.9,716.35
2015/6/29,306.864,401.115
2015/6/30,319.863,443.282
2015/7/1,434.238,523.051
2015/7/2,512.452,546.784
2015/7/3,528.788,542.779
2015/7/4,521.913,520.458
2015/7/5,572.044,493.413
2015/7/6,483.958,839.622
2015/7/7,640.898,522.249
2015/7/8,521.005,611.614
2015/7/9,503.516,482.363
2015/7/10,383.248,495.182
2015/7/11,309.747,574.981
2015/7/12,321.06,673.344
2015/7/13,322.562,639.184
2015/7/14,329.475,686.277
2015/7/15,379.629,634.497
2015/7/16,386.121,642.14
2015/7/17,379.338,668.503
2015/7/18,379.698,684.483
2015/7/19,441.458,677.501
2015/7/20,473.811,732.544
2015/7/21,396.898,641.889
2015/7/22,420.549,596.304
2015/7/23,382.884,565.711
2015/7/24,355.512,524.099
2015/7/25,354.687,570.746
2015/7/26,244.447,515.93
2015/7/27,268.148,446.404
2015/7/28,423.461,586.213
2015/7/29,413.718,586.183
2015/7/30,361.313,534.891
2015/7/31,323.39,526.772
2015/8/1,275.261,509.798
2015/8/2,254.606,464.81
2015/8/3,267.618,409.521
2015/8/4,280.543,392.16
2015/8/5,302.109,376.647
2015/8/6,302.614,267.601
2015/8/7,305.085,202.569
2015/8/8,312.188,117.479
2015/8/9,294.38,117.026
2015/8/10,309.804,234.508
2015/8/11,325.792,255.612
2015/8/12,311.082,272.418
2015/8/13,326.772,241.41
2015/8/14,328.823,195.553
2015/8/15,398.974,303.569
2015/8/16,359.407,374.883
2015/8/17,406.04,362.485
2015/8/18,820.17,1079.22
2015/8/19,591.763,945.624
2015/8/20,462.763,951.111
2015/8/21,432.821,878.229
2015/8/22,423.085,807.392
2015/8/23,396.801,903.673
2015/8/24,427.885,980.918
2015/8/25,446.323,839.867
2015/8/26,419.22,886.848
2015/8/27,381.955,819.797
2015/8/28,706.741,698.069
2015/8/29,526.204,647.42
2015/8/30,461.924,625.017
2015/8/31,467.898,699.461
2015/9/1,516.297,709.425
2015/9/2,512.199,818.098
2015/9/3,526.574,514.015
2015/9/4,456.019,448.116
2015/9/5,427.414,631.903
2015/9/6,424.762,644.574
2015/9/7,411.766,587.231
2015/9/8,399.952,525.182
2015/9/9,407.881,576.34
2015/9/10,418.739,638.314
2015/9/11,409.284,693.209
2015/9/12,398.438,679.564
2015/9/13,441.204,740.526
2015/9/14,455.945,705.617
2015/9/15,528.538,613.77
2015/9/16,509.003,623.945
2015/9/17,524.842,401.27
2015/9/18,517.521,301.81
2015/9/19,508.825,293.66
2015/9/20,498.857,363.059
2015/9/21,483.985,458.6
2015/9/22,489.666,510.703
2015/9/23,499.245,410.064
2015/9/24,479.884,402.271
2015/9/25,459.114,427.468
2015/9/26,451.782,448.534
2015/9/27,444.03,474.946
2015/9/28,452.899,508.686
2015/9/29,456.881,512.44
2015/9/30,448.307,515.147
2015/10/1,438.474,552.98
2015/10/2,446.341,581.552
2015/10/3,441.543,602.42
2015/10/4,422.685,578.225
2015/10/5,393.809,524.574
2015/10/6,385.872,483.52
2015/10/7,398.234,515.224
2015/10/8,394.91,428.364
2015/10/9,587.763,548.912
2015/10/10,560.333,388.655
2015/10/11,458.53,391.428
2015/10/12,423.111,363.707
2015/10/13,414.565,341.664
2015/10/14,481.213,413.247
2015/10/15,716.282,539.896
2015/10/16,867.634,406.196
2015/10/17,788.312,338.461
2015/10/18,734.196,377.109
2015/10/19,710.949,603.388
2015/10/20,713.431,734.654
2015/10/21,726.195,887.192
2015/10/22,736.886,1140.625
2015/10/23,707.906,1409.12
2015/10/24,700.063,1566.205
2015/10/25,692.11,1613.032
2015/10/26,688.676,1673.431
2015/10/27,682.324,1719.965
2015/10/28,678.688,1761.188
2015/10/29,663.351,1675.242
2015/10/30,639.861,1555.693
2015/10/31,618.786,1472.852
2015/11/1,615.207,1414.214
2015/11/2,613.41,1396.586
2015/11/3,631.857,1434.732
2015/11/4,645.28,1434.701
2015/11/5,619.294,1324.779
2015/11/6,619.096,1213.896
2015/11/7,587.455,1182.632
2015/11/8,520.472,1099.337
2015/11/9,542.956,1109.739
2015/11/10,537.027,1004.452
2015/11/11,560.728,921.209
2015/11/12,617.01,882.74
2015/11/13,599.571,873.964
2015/11/14,611.839,839.691
2015/11/15,1389.948,1212.109
2015/11/16,1515.758,1210.092
2015/11/17,1318.025,1619.851
2015/11/18,1329.154,1711.657
2015/11/19,1343.351,2209.7
2015/11/20,1283.459,2292.537
2015/11/21,1303.465,2652.701
2015/11/22,1273.624,2980.249
2015/11/23,1248.809,3103.427
2015/11/24,1224.396,3241.157
2015/11/25,1199.993,3287.476
2015/11/26,1164.584,3162.253
2015/11/27,1150.846,2996.211
2015/11/28,1144.77,2838.104
2015/11/29,1149.498,2614.941
2015/11/30,1448.134,2692.953
2015/12/1,1469.086,3379.393
2015/12/2,1406.317,3974.182
2015/12/3,1312.662,4132.048
2015/12/4,1265.016,4272.894
2015/12/5,1242.452,4250.944
2015/12/6,1224.522,4231.654
2015/12/7,1162.872,4100.255
2015/12/8,1156.707,3994.167
2015/12/9,1131.509,3948.781
2015/12/10,1127.516,3850.538
2015/12/11,1114.546,
2015/12/12,1074.762,
2015/12/13,1061.971,
2015/12/14,1112.339,
2015/12/15,1134.952,
2015/12/16,1106.875,3310.537
2015/12/17,1075.177,3229.026
2015/12/18,1052.3,3028.758
2015/12/19,1053.921,2973.831
2015/12/20,1049.298,2962.331
2015/12/21,1031.359,2937.993
2015/12/22,1010.836,2869.324
2015/12/23,1012.07,2835.117
2015/12/24,1017.397,2850.233
2015/12/25,1005.534,2845.324
2015/12/26,976.077,2740.386
2015/12/27,992.224,2721.573
2015/12/28,991.74,2730.331
2015/12/29,990.676,2735.608
2015/12/30,986.431,2736.349
2015/12/31,983.869,2718.07
2016/1/1,955.434,2655.24
2016/1/2,975.212,2643.11
2016/1/3,978.271,2646.946
2016/1/4,978.079,2687.789
2016/1/5,970.868,2687.208
2016/1/6,955.685,2679.89
2016/1/7,950.674,2661.315
2016/1/8,967.19,2549.876
2016/1/9,960.561,2502.029
2016/1/10,955.215,2446.107
2016/1/11,974.41,2189.872
2016/1/12,1143.85,2268.896
2016/1/13,1340.643,2893.655
2016/1/14,1387.533,3544.628
2016/1/15,1356.199,3948.765
2016/1/16,1309.149,4106.412
2016/1/17,1260.849,4114.409
2016/1/18,1264.391,3659.39
2016/1/19,1303.734,4063.526
2016/1/20,1192.712,4130.741
2016/1/21,1171.444,3981.276
2016/1/22,1259.99,3351.988
2016/1/23,1145.983,3808.143
2016/1/24,1117.059,
2016/1/25,1128.889,
2016/1/26,1330.685,
2016/1/27,1404.104,4012.564
2016/1/28,1438.037,4002.931
2016/1/29,1428.269,3928.617
2016/1/30,1373.342,
2016/1/31,1503.245,2879.673
2016/2/1,1435.267,
2016/2/2,1691.18,3105.824
2016/2/3,1574.069,3298.374
2016/2/4,1406.168,3237.266
2016/2/5,3265.504,3804.154
2016/2/6,3394.072,3781.658
2016/2/7,1643.803,3890.357
2016/2/8,1374.452,3882.4
2016/2/9,1601.564,3599.308
2016/2/10,2752.291,3408.505
2016/2/11,2509.796,2398.115
2016/2/12,1281.627,
2016/2/13,1287.998,4036.063
2016/2/14,1261.212,4126.095
2016/2/15,1230.791,
2016/2/16,1228.08,
2016/2/17,1244.181,3913.656
2016/2/18,1237.012,4085.296
2016/2/19,1219.055,4053.155
2016/2/20,1182.745,3902.838
2016/2/21,2260.325,2991.247
2016/2/22,3393.562,2884.086
2016/2/23,1531.565,3489.872
2016/2/24,1329.557,3815.083
2016/2/25,1313.84,3778.547
2016/2/26,1293.292,3965.199
2016/2/27,1282.767,4105.287
2016/2/28,1321.694,4106.65
2016/2/29,1285.347,4113.306
2016/3/1,1239.108,4110.161
2016/3/2,1165.772,3922.712
2016/3/3,1129.42,3666.888
2016/3/4,1104.668,3563.897
2016/3/5,1062.752,3460.365
2016/3/6,1007.495,3235.173
2016/3/7,1013.866,3165.156
2016/3/8,1045.297,3120.891
2016/3/9,1072.523,3087.746
2016/3/10,1066.017,3014.3
2016/3/11,1032.617,2936.047
2016/3/12,1010.114,2838.732
2016/3/13,991.038,2770.968
2016/3/14,969.576,2705.931
2016/3/15,962.235,2642.3
2016/3/16,907.231,2549.194
2016/3/17,911.291,2553.92
2016/3/18,903.021,2571.891
2016/3/19,888.871,2474.76
2016/3/20,858.641,2393.289
2016/3/21,820.068,2329.241
2016/3/22,794.978,2301.722
2016/3/23,773.663,2222.154
2016/3/24,761.715,2129.77
2016/3/25,776.271,2110.974
2016/3/26,737.812,2006.604
2016/3/27,738.552,1956.238
2016/3/28,727.177,1885.548
2016/3/29,712.668,1747.994
2016/3/30,728.148,1587.01
2016/3/31,766.262,1510.946
2016/4/1,824.07,1542.565
2016/4/2,920.744,1855.325
2016/4/3,955.622,2137.784
2016/4/4,938.379,2224.452
2016/4/5,938.41,2236.584
2016/4/6,938.392,2243.521
2016/4/7,938.373,2309.486
2016/4/8,938.363,2349.675
2016/4/9,938.364,2379.897
2016/4/10,938.455,2348.709
2016/4/11,487.127,2319.258
2016/4/12,5.977,2276.589
2016/4/13,5.854,2229.446
2016/4/14,385.555,2161.562
2016/4/15,798.525,2023.4
2016/4/16,734.895,1879.693
2016/4/17,669.333,1715.786
2016/4/18,680.73,1657.289
2016/4/19,704.706,1714.765
2016/4/20,686.316,1713.597
2016/4/21,669.997,1666.659
2016/4/22,664.823,1626.383
2016/4/23,659.365,1572.847
2016/4/24,661.545,1579.297
2016/4/25,659.207,1596.16
2016/4/26,673.038,1423.09
2016/4/27,658.497,1186.065
2016/4/28,704.893,1109.397
2016/4/29,699.133,954.949
2016/4/30,681.277,1036.806
2016/5/1,660.184,1051.427
2016/5/2,646.408,1005.53
2016/5/3,655.703,972.252
2016/5/4,635.066,954.748
2016/5/5,617.545,949.17
2016/5/6,600.501,1016.601
2016/5/7,590.148,1072.419
2016/5/8,580.941,1045.413
2016/5/9,570.721,990.322
2016/5/10,555.728,948.826
2016/5/11,548.2,931.254
2016/5/12,564.384,1163.907
2016/5/13,551.077,953.623
2016/5/14,529.021,854.549
2016/5/15,531.961,909.112
2016/5/16,508.032,911.129
2016/5/17,478.171,858.198
2016/5/18,477.155,843.062
2016/5/19,433.177,703.731
2016/5/20,453.6,734.789
2016/5/21,430.983,629.649
2016/5/22,416.346,636.417
2016/5/23,432.35,694.697
2016/5/24,556.987,4673.767
2016/5/25,522.391,2638.11
2016/5/26,492.244,596.124
2016/5/27,460.866,429.859
2016/5/28,516.23,720.811
2016/5/29,722.712,467.255
2016/5/30,548.698,333.449
2016/5/31,576.092,503.77
2016/6/1,643.22,930.636
2016/6/2,586.885,1000.228
2016/6/3,592.101,1542.729
2016/6/4,636.984,1908.854
2016/6/5,667.777,2063.458
2016/6/6,682.28,2050.158
2016/6/7,679.032,2060.285
2016/6/8,651.154,1944.802
2016/6/9,621.322,1694.859
2016/6/10,597.926,1659.687
2016/6/11,581.76,1616.021
2016/6/12,583.503,1361.839
2016/6/13,475.422,960.124
2016/6/14,444.878,1233.979
2016/6/15,433.473,1282.36
2016/6/16,377.414,1254.127
2016/6/17,385.045,1076.76
2016/6/18,336.946,988.322
2016/6/19,386.339,896.906
2016/6/20,395.645,902.042
2016/6/21,326.545,883.718
2016/6/22,316.807,740.885
2016/6/23,327.019,710.557
2016/6/24,428.766,669.673
2016/6/25,425.426,604.281
2016/6/26,316.254,489.006
2016/6/27,391.78,555.792
2016/6/28,434.698,861.805
2016/6/29,454.891,1060.031
2016/6/30,483.193,944.357
2016/7/1,543.144,907.319
2016/7/2,569.459,858.799
2016/7/3,494.327,880.922
2016/7/4,480.537,821.079
2016/7/5,471.983,859.151
2016/7/6,477.77,833.239
2016/7/7,455.473,723.277
2016/7/8,459.359,731.966
